Wow!	Vau!
Examine this.	Istražite ovo.
Fish, please.	Рибу, молим.
Fish, please.	Рибу, молићу.
Get upstairs.	Idi gore.
Get upstairs.	Idite gore.
Get upstairs.	Otidi gore.
Get upstairs.	Otidite gore.
Ghosts exist.	Duhovi postoje.
Good evening.	Dobro veče.
Happy Easter!	Срећан васкрс!
Have another.	Uzmi još jednu.
Have another.	Uzmite još jednu.
Have courage.	Imaj hrabrosti.
Have courage.	Imajte hrabrosti.
He avoids me.	Izbegava me.
He avoids me.	On me izbegava.
He is French.	On je Francuz.
He let us go.	Pustio nas je.
He let us go.	Пустио нас је.
How annoying!	Како ме нервира!
How barbaric!	Kako varvarski!
How exciting!	Kako uzbudljivo!
How pathetic!	Kako patetično!
How touching!	Kako dirljivo!
I am a woman.	Ја сам жена.
I am so sick.	Tako mi je muka.
I am thirsty.	Жедан сам.
I am thirsty.	Жедна сам.
I apologized.	Izvinio sam se.
I apologized.	Izvinila sam se.
I called him.	Позвао сам га.
I called him.	Pozvao sam ga.
I called him.	Позвала сам га.
I called him.	Pozvala sam ga.
I called him.	Zvao sam ga.
I called him.	Звао сам га.
I called him.	Zvala sam ga.
I called him.	Звала сам га.
I can't help.	Ne mogu da pomognem.
I can't help.	Не могу да помогнем.
I can't wait.	Ne mogu da čekam.
I can't wait.	Не могу чекати.
I deserve it.	Ja to zaslužujem.
I deserve it.	Заслужујем то.
I don't know.	Ne znam.
I don't sing.	Ne pevam.
I don't sing.	Ja ne pevam.
I drank milk.	Ja sam pio mleko.
I improvised.	Improvizovao sam.
I improvised.	Improvizovala sam.
I love bread.	Volim hleb.
I need to go.	Moram da idem.
I need to go.	Морам да идем.
I sympathize.	Saosećam.
I understand.	Разумем.
I understood.	Схватио сам.
I'll explain.	Objasniću.
I'll sign it.	Potpisaću.
I'll sign it.	Ја ћу потписати.
I'm Canadian.	Ja sam Kanađanin.
I'm Canadian.	Ja sam Kanađanka.
I'm a purist.	Ja sam purista.
I'm bleeding.	Krvarim.
I'm bluffing.	Blefiram.
I'm divorced.	Razveden sam.
I'm divorced.	Razvedena sam.
I'm dyslexic.	Disleksičan sam.
I'm famished.	Izgladneo sam.
I'm famished.	Izgladnela sam.
I'm grateful.	Zahavlan sam.
I'm grateful.	Zahvalna sam.
I'm grounded.	Kažnjen sam.
I'm grounded.	Kažnjena sam.
I'm homeless.	Ja sam beskućnik.
I'm managing.	Uspevam.
I'm not bald.	Ja nisam ćelav.
I'm not rich.	Nisam bogata.
I'm offended.	Uvređen sam.
I'm offended.	Uvređena sam.
I'm positive.	Pozitivan sam.
I'm positive.	Pozitivna sam.
I'm prepared.	Spreman sam.
I'm prepared.	Spremna sam.
I'm quitting.	Odustajem.
I'm reformed.	Reformiran sam.
I'm reformed.	Reformirana sam.
I'm restless.	Nemiran sam.
I'm restless.	Nemirna sam.
I'm restless.	Nestašan sam.
I'm restless.	Nestašna sam.
I'm retiring.	Idem u penziju.
I'm starving.	Умирем од глади.
I'm starving.	Umirem od gladi.
I'm stubborn.	Tvrdoglav sam.
I'm stubborn.	Tvrdoglava sam.
I'm thrilled.	Uzbuđen sam.
I'm thrilled.	Uzbuđena sam.
I'm ticklish.	Golicljiv sam.
I'm ticklish.	Golicljiva sam.
I've changed.	Promenio sam se.
I've changed.	Promenila sam se.
I've checked.	Proverio sam.
I've checked.	Proverila sam.
I've decided.	Odlučio sam.
I've decided.	Odlučila sam.
It's correct.	To je tačno.
It's correct.	Tačno je.
It's started.	Počelo je.
It's started.	Почело је.
It's strange.	Čudno je.
It's working.	Radi.
Ladies first.	Даме имају предност.
Let me check.	Samo da proverim.
Let me check.	Само да проверим.
Life's short.	Život je kratak.
Mary giggled.	Марија се закикотала.
Move quietly.	Крећи се тихо.
Move quietly.	Тихо се крећи.
Please hurry.	Molim te, požuri.
Please hurry.	Molim vas, požurite.
Please leave.	Молим те, иди.
Please leave.	Молим Вас, идите.
Please leave.	Молим вас, идите.
Please relax.	Molim te, opusti se.
Someone came.	Неко је дошао.
Stay with us.	Остани са нама!
Stay with us.	Ostani sa nama!
Stop gawking.	Не буљи.
Stop smoking.	Prestani sa pušenjem.
Stop smoking.	Prestani da pušiš.
Stop smoking.	Prestanite sa pušenjem.
Stop smoking.	Prestanite da pušite.
Stop talking.	Prestani s pričom.
Sweet dreams!	Laku noć!
Sweet dreams!	Slatki snovi!
That'll pass.	To će proći.
They crashed.	Slupali su se.
They'll know.	Znaće.
They'll know.	Znaće oni.
They'll know.	Oni će znati.
This is easy.	Ovo je lako.
Tom saw Mary.	Tom je video Meri.
Tom shrugged.	Том је слегнуо раменима.
Tom'll speak.	Tom će govoriti.
Tom'll speak.	Tom će progovoriti.
Tom'll speak.	Tom će da govori.
Tom'll speak.	Tom će da progovori.
Unbelievable!	Neverovatno!
We're inside.	Unutra smo.
We're trying.	Pokušavamo.
We're trying.	Trudimo se.
Welcome back.	Добро дошао назад.
Welcome back.	Добро дошли назад.
Welcome back.	Добро дошла назад.
Welcome home.	Dobro došli kući.
Welcome home.	Dobro došao kući.
Welcome home.	Dobro došla kući.
What a shock!	Какав шок!
What a shock!	Kakav šok!
What is this?	Šta je ovo?
Years passed.	Godine su prošle.
You look fat.	Izgledaš debelo.
You look fat.	Izgledate debelo.
You're lying!	Lažeš!
You're lying!	Лажеш!
You're lying!	Lažete!
You're lying!	Лажете!
You've grown.	Porastao si.
You've grown.	Porasla si.
You've grown.	Porasli ste.
You've tried.	Probao si.
You've tried.	Probala si.
You've tried.	Probali ste.
You've tried.	Pokušao si.
You've tried.	Pokušala si.
You've tried.	Pokušali ste.
Am I safe now?	Jesam li sada bezbedan?
Am I safe now?	Jesam li sada bezbedna?
Am I safe now?	Da li sam sada bezbedan?
Am I safe now?	Da li sam sad bezbedan?
Am I safe now?	Da li sam sada bezbedna?
Am I safe now?	Da li sam sad bezbedna?
Anything else?	Још нешто?
Are you a fan?	Da li si fan?
Are you happy?	Јеси ли срећна?
Are you happy?	Јеси ли срећан?
Are you ready?	Da li ste spremni?
Are you ready?	Da li si spreman?
Are you ready?	Jesi li spreman?
Are you ready?	Jeste li spremni?
Are you ready?	Јеси ли спреман?
Are you ready?	Да ли си спреман?
Are you ready?	Јесте ли спремни?
Are you ready?	Да ли сте спремни?
Are you tired?	Da li si umoran?
Be reasonable.	Буди разуман.
Be reasonable.	Буди разумна.
Be reasonable.	Будите разумни.
Call security!	Зови обезбеђење!
Call security!	Зовите обезбеђење!
Can I come in?	Mogu li ući?
Can I come in?	Могу ли да уђем?
Check, please.	Račun, molim.
Come tomorrow.	Dođi sutra.
Come tomorrow.	Dođite sutra.
Did I ask you?	Jesam li te pitao?
Did I ask you?	Jesam li te pitala?
Did I ask you?	Da li sam te pitao?
Did I ask you?	Da li sam te pitala?
Did I ask you?	Jesam li pitao tebe?
Did I ask you?	Jesam li pitala tebe?
Did I ask you?	Da li sam pitala tebe?
Did I ask you?	Da li sam pitao tebe?
Don't open it.	Ne otvaraj to.
Don't open it.	Ne otvaraj ga.
Don't open it.	Ne otvaraj je.
Don't open it.	Ne otvarajte ga.
Don't open it.	Ne otvarajte je.
Don't open it.	Ne otvarajte to.
Don't quibble.	Ne cepidlači.
Don't quibble.	Nemojte da cepidlačite.
Don't quibble.	Nemoj da cepidlačiš.
Don't respond.	Ne odgovaraj.
Don't respond.	Ne odgovarajte.
Don't respond.	Nemoj da odgovaraš.
Don't respond.	Nemoj da odgovoriš.
Don't respond.	Nemojte da odgovorite.
Don't respond.	Nemojte da odgovarate.
Flowers bloom.	Cveće cveta.
Get a move on!	Pokreni se!
Get a move on!	Покрени се!
He lied to us.	On nas je lagao.
He lied to us.	Lagao nas je.
He lied to us.	On nas je slagao.
He lied to us.	Slagao nas je.
Help yourself.	Posluži se.
Help yourself.	Poslužite se.
How thrilling!	Kako uzbudljivo!
I baked bread.	Ispekao sam hleb.
I contributed.	Doprineo sam.
I contributed.	Doprinela sam.
I didn't know.	Nisam znao.
I didn't know.	Нисам знао.
I do like you.	Свиђаш ми се.
I do like you.	Допадаш ми се.
I do like you.	Sviđaš mi se.
I exaggerated.	Preuveličao sam.
I exaggerated.	Preuveličavao sam.
I exaggerated.	Preuveličala sam.
I exaggerated.	Preuveličavala sam.
I had no idea.	Nisam imao pojma.
I had no idea.	Нисам имао појма.
I hate school.	Mrzim školu.
I have a book.	Imam knjigu.
I must go now.	Sada moram da idem.
I nodded once.	Klimnuo sam jednom.
I paid for it.	Platio sam za to.
I paid for it.	Platila sam za to.
I paid for it.	Ja sam platio za to.
I paid for it.	Ja sam platila za to.
I play hockey.	Igram hokej.
I play hockey.	Ja igram hokej.
I rescheduled.	Promenio sam raspored.
I rescheduled.	Promenila sam raspored.
I saw Tom die.	Video sam Toma kako umire.
I saw Tom die.	Видео сам Тома како умире.
I saw Tom die.	Videla sam Toma kako umire.
I saw Tom die.	Видела сам Тома како умире.
I saw a mouse.	Video sam miša.
I saw a mouse.	Videla sam miša.
I saw a snake.	Video sam zmiju.
I saw the bus.	Video sam autobus.
I saw the bus.	Videla sam autobus.
I saw the cat.	Video sam mačku.
I saw the cat.	Videla sam mačku.
I saw the cat.	Video sam mačora.
I saw the cat.	Videla sam mačora.
I say it's OK.	Meni se čini OK.
I sell coffee.	Prodajem kafu.
I sell coffee.	Ja prodajem kafu.
I shot a bear.	Upucao sam medveda.
I shot a bear.	Upucala sam medveda.
I volunteered.	Volontirao sam.
I volunteered.	Volontirala sam.
I'll be there.	Biću tamo.
I'm adaptable.	Prilagodljiv sam.
I'm adaptable.	Prilagodljiva sam.
I'm available.	Slobodan sam.
I'm available.	Slobodna sam.
I'm available.	Dostupan sam.
I'm available.	Dostupna sam.
I'm concerned.	Zabrinut sam.
I'm concerned.	Zabrinuta sam.
I'm confident.	Siguran sam.
I'm confident.	Sigurna sam.
I'm confident.	Samouveren sam.
I'm confident.	Samouverena sam.
I'm convinced.	Ubeđen sam.
I'm convinced.	Ubeđena sam.
I'm impatient.	Nestrpljiv sam.
I'm impatient.	Nestripljiva sam.
I'm impressed.	Impresioniran sam.
I'm impressed.	Impresionirana sam.
I'm intrigued.	Zainstrigiran sam.
I'm intrigued.	Zaintrigirana sam.
I'm miserable.	Jadan sam.
I'm miserable.	Jadna sam.
I'm miserable.	Očajan sam.
I'm miserable.	Očajna sam.
I'm motivated.	Motivisan sam.
I'm motivated.	Motivisana sam.
I'm not picky.	Nisam izbirljiv.
I'm not picky.	Nisam izbirljiva.
I'm objective.	Objektivan sam.
I'm objective.	Objektivna sam.
I'm observant.	Temeljan sam.
I'm observant.	Temeljna sam.
I'm plastered.	U gipsu sam.
I'm resigning.	Odustajem.
I'm terrified.	Prestravljen sam.
I'm terrified.	Prestravljena sam.
Is Tom nearby?	Da li je Tom blizu?
Is Tom nearby?	Da li je Tom u blizini?
It feels good.	Dobar osećaj.
It feels good.	Добар осећај.
It feels good.	Пријатан осећај.
It feels good.	Prijatan osećaj.
It is raining.	Pada kiša.
It shocked me.	Šokiralo me je.
It shocked me.	To me je šokiralo.
It was unjust.	To je bilo nefer.
It's Saturday.	Subota je.
It's accurate.	Tačno je.
It's accurate.	Precizno je.
It's deserted.	Napušteno je.
It's happened.	Desilo se.
It's not cold.	Није хладно.
It's possible.	Moguće je.
Life is short.	Život je kratak.
Life is sweet.	Život je sladak.
Life is sweet.	Живот је сладак.
Quit gambling.	Престани да се коцкаш.
Quit gambling.	Престаните да се коцкате.
Quit gambling.	Прекини да се коцкаш.
Quit gambling.	Прекините да се коцкате.
She hated him.	Мрзела га је.
She hated him.	Mrzela ga je.
Speak clearly.	Govori jasno.
Stay positive.	Ostanite pozitivni.
Stay positive.	Останите позитивни.
Stop worrying.	Престани да бринеш.
Straighten up.	Ispravi se.
Stuff happens.	Деси се.
Suit yourself.	Урадите како год желите.
Thanks anyway.	Свакако, хвала.
That's Saturn.	To je Saturn.
That's enough.	Dovoljno je.
That's so sad.	To je tako tužno.
They know you.	Познају вас.
They know you.	Они вас познају.
They know you.	Poznaju vas.
They know you.	Oni vas poznaju.
They know you.	Познају те.
They know you.	Poznaju te.
They know you.	Знају те.
They know you.	Znaju te.
Tom graduated.	Tom je diplomirao.
Tom is a nerd.	Том је штребер.
Tom is a nerd.	Tom je štreber.
Tom overslept.	Том се успавао.
Tom recovered.	Tom se oporavio.
Tom'll change.	Tom će se promeniti.
Tom'll change.	Tom će da se promeni.
Tom'll manage.	Tom će uspeti.
Tom'll manage.	Tom će da uspe.
We need money.	Treba nam novac.
We need paper.	Treba nam papir.
We need paper.	Potreban nam je papir.
What can I do?	Šta mogu da učinim?
What can I do?	Шта могу да урадим?
What happened?	Šta se desilo?
What happened?	Šta se dogodilo?
You are wrong.	Вараш се.
You are wrong.	Varaš se.
You're losing.	Gubiš.
You're losing.	Gubite.
You're stupid.	Glup si.
You're stupid.	Glupa si.
You're stupid.	Glupi ste.
Add more water.	Dodaj još vode.
Add more water.	Dodajte još vode.
Am I a suspect?	Jesam li osumnjičen?
Am I a suspect?	Da li sam osumnjičen?
Am I a suspect?	Jesam li osumnjičena?
Am I a suspect?	Da li sam osumnjičena?
Apples are red.	Јабуке су црвене.
Are you hungry?	Da li si gladan?
Can you juggle?	Umeš li da žongliraš?
Check everyone.	Proveri svakog.
Check everyone.	Proverite svakog.
Check everyone.	Proveri svakoga.
Check everyone.	Proverite svakoga.
Come sit by me.	Dođi sedi pored mene.
Dinner's ready!	Večera je spremna!
Dogs are smart.	Psi su pametni.
Don't struggle.	Ne otimaj se.
Don't struggle.	Ne otimajte se.
Don't struggle.	Nemoj da se otimaš.
Don't struggle.	Nemojte da se otimate.
Eat everything.	Поједи све.
Eat everything.	Поједите све.
Enjoy yourself.	Uživaj.
Everybody down!	Svi dole!
Everybody knew.	Svi su znali.
Everybody knew.	Svako je znao.
Everybody left.	Svi su otišli.
Everybody lies.	Свако лаже.
Everybody lies.	Сви лажу.
Everybody paid.	Svi su platili.
Everyone stood.	Svi su stajali.
Everyone's out.	Svi su napolju.
Get everything.	Uzmi sve.
Get everything.	Uzmite sve.
Get everything.	Nabavi sve.
Get everything.	Nabavite sve.
Happy New Year!	Srećna Nova godina!
Happy New Year!	Срећна Нова Година!
Happy birthday!	Srećan rođendan!
Have some more.	Uzmi još.
He accelerated.	Ubrzao je.
He accelerated.	Ubrzavao je.
Heads or tails?	Glava ili pismo?
Heads or tails?	Глава или писмо?
How perceptive!	Kako pronicljivo!
I can see that.	Vidim.
I can see that.	Vidim to.
I drink coffee.	Ја пијем кафу.
I get up early.	Ја устајем рано.
I had a vision.	Imao sam viziju.
I have no idea.	Nemam pojma.
I just arrived.	Samo što sam stigao.
I just arrived.	Samo što sam stigla.
I'd love to go.	Voleo bih da odem.
I'd love to go.	Волела бих да одем.
I'll apologize.	Izviniću se.
I'll cooperate.	Sarađivaću.
I'm a beginner.	Ja sam početnik.
I'm a beginner.	Почетник сам.
I'm a free man.	Ja sam slobodan čovek.
I'm a rich man.	Ja sam bogat čovek.
I'm astonished.	Zapanjen sam.
I'm astonished.	Zapanjena sam.
I'm astonished.	Začuđen sam.
I'm astonished.	Začuđena sam.
I'm devastated.	Razoren sam.
I'm devastated.	Razorena sam.
I'm downstairs.	Dole sam.
I'm fascinated.	Fasciniran sam.
I'm fascinated.	Fascinirana sam.
I'm interested.	Zainteresovan sam.
I'm interested.	Zainteresovana sam.
I'm not pretty.	Nisam lep.
I'm not pretty.	Nisam lepa.
I'm optimistic.	Optimističan sam.
I'm optimistic.	Optimistična sam.
I'm remodeling.	Remodeliram.
I'm so excited.	Tako sam uzbuđena.
I'm so excited.	Тако сам узбуђена.
I'm so excited.	Tako sam uzbuđen.
I'm so excited.	Тако сам узбуђен.
I'm used to it.	Navikao sam na to.
I'm vegetarian.	Vegetarijanac sam.
I'm vegetarian.	Ja sam vegetarijanac.
I've forgotten.	Zaboravio sam.
I've forgotten.	Zaboravila sam.
I've remarried.	Preudala sam se.
I've remarried.	Oženio sam se ponovo.
Is that a bird?	Je li to ptica?
Is that a bird?	Da li je to ptica?
It didn't hurt.	Није болело.
It was serious.	Bilo je ozbiljno.
It's Christmas.	Božić je.
It's difficult.	Teško je.
It's difficult.	Teška je.
It's difficult.	Težak je.
It's important.	Važno je.
It's necessary.	Neophodno je.
It's pointless.	Beskorisno je.
It's treatable.	Leči se.
It's treatable.	Može da se leči.
Keep listening.	Настави да слушаш.
Keep listening.	Наставите да слушате.
Leave me alone!	Ostavi me na miru!
Let's be clear.	Hajde da to razjasnimo.
Let's sit down.	Sednimo.
Let's sit down.	Седнимо.
Let's sit down.	Hajde da sednemo.
Let's sit down.	Хајде да седнемо.
Let's watch TV.	Hajde da gledamo TV.
Live and learn.	Čovek se uči dok je živ.
Live and learn.	Човек се учи док је жив.
Louder, please.	Glasnije, molim.
Louder, please.	Glasnije, molim te.
Louder, please.	Glasnije, molim vas.
My dad is busy.	Tata je zauzet.
Nothing's free.	Ništa nije besplatno.
Nothing's free.	Ni kod babe nema džabe.
She came alone.	Došla je sama.
She came alone.	Дошла је сама.
She came alone.	Ona je došla sama.
She came alone.	Она је дошла сама.
She's pregnant.	Ona je trudna.
Smoke appeared.	Појавио се дим.
Someone called.	Неко је звао.
Sorry I'm late.	Izvinite što kasnim.
Sorry I'm late.	Извините што касним.
Start counting.	Počni da brojiš.
Start counting.	Počni sa brojanjem.
Start counting.	Počni s brojanjem.
Stop grumbling.	Ne budi čantrav.
Stop resisting!	Престани да се одупиреш!
Stop resisting!	Престаните да се одупирете!
That's curious.	Zanimljivo.
That's plastic.	To je plastika.
That's serious.	To je ozbiljno.
That's suicide.	To je samoubistvo.
That's treason.	To je izdaja.
The tea is hot.	Čaj je vruč.
They're broken.	Slomljeni su.
They're broken.	Polomljeni su.
Ticket, please.	Karta, molim.
Tom hates Mary.	Tom mrzi Meri.
Tom is singing.	Tom peva.
Tom is unfazed.	Том је хладнокрван.
Tom knows Mary.	Tom poznaje Meri.
Tom likes Mary.	Tomu se sviđa Meri.
Tom loved Mary.	Tom je voleo Meri.
Tom loves Mary.	Tom voli Meri.
Tom sells cars.	Tom prodaje automobile.
Tom sells cars.	Том продаје аутомобиле.
Tom sells cars.	Tom prodaje kola.
Tom sells cars.	Том продаје кола.
Tom wasn't fat.	Tom nije bio debeo.
Tom'll improve.	Tom će napredovati.
Tom'll improve.	Tom će se poboljšati.
Tom'll improve.	Tom će da napreduje.
Tom'll improve.	Tom će da se poboljša.
Tom'll recover.	Tom će se oporaviti.
Tom'll recover.	Tom će da se oporavi.
Tom'll succeed.	Tom će uspeti.
Tom'll succeed.	Tom će da uspe.
Tom'll survive.	Tom će preživeti.
Tom'll survive.	Tom će da preživi.
Tom's out cold.	Tom se onesvestio.
Watch yourself.	Pazi se.
Watch yourself.	Čuvaj se.
We know enough.	Znamo dovoljno.
